srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,Predicted_tat_in_days
2931655,13,21,110015,233,233,131,1,0,110024,2017-04-29,2017-04-28,2018-03-03,4580,2018-03-10,10
2988250,13,17,800001,233,233,131,2,0,846003,2018-02-18,2017-12-13,2018-03-16,4538,2018-03-29,14
2839774,13,22,400104,233,233,131,1,0,400614,2017-04-17,2017-04-14,2018-02-05,4581,2018-02-08,11
2860447,4,7,500004,233,233,228,1,0,500016,2017-05-10,2018-02-10,2018-02-10,4474,2018-02-13,9
2972334,13,22,400104,308,233,131,1,0,400614,2017-04-05,2017-04-03,2018-03-12,4581,2018-03-22,11
3068855,21,2,110018,233,233,131,1,0,700015,2018-01-18,2017-12-29,2018-04-09,5138,2018-04-09,15
3080470,13,8,700064,233,233,131,2,0,734001,2017-12-04,2017-11-25,2018-04-13,4508,2018-04-17,10
2962013,10,2,110018,233,233,228,1,0,110032,2017-04-20,2017-02-05,2018-03-10,4388,2018-03-23,11
2824543,30,4,600024,233,233,131,1,0,600078,2017-07-16,2017-07-16,2018-01-31,4399,2018-02-02,12
2842502,13,3,560011,233,233,131,2,0,570023,2017-06-06,2017-03-08,2018-02-05,4467,2018-02-14,12
2875165,13,22,400104,233,233,131,2,0,410210,2017-04-04,2017-04-03,2018-02-15,4581,2018-02-20,13
2875230,10,8,700064,233,233,131,1,0,700039,2017-01-09,2017-01-09,2018-02-15,4499,2018-02-18,11
2907657,13,21,110015,233,233,131,1,0,110005,2017-10-03,2017-10-01,2018-02-26,4580,2018-02-27,10
2858782,10,9,411016,233,233,131,3,0,431131,2018-01-10,2018-01-06,2018-02-10,4021,2018-02-16,14
2847675,15,1,400059,233,233,131,1,0,400024,2017-08-25,2017-08-25,2018-02-07,4010,2018-02-15,16
2843329,15,2,110018,233,233,131,1,0,201013,2017-05-22,2017-05-16,2018-02-06,4550,2018-02-21,12
2866898,10,7,500004,233,233,228,1,0,500085,2017-05-10,2016-11-30,2018-02-13,4474,2018-03-04,9
2973417,13,21,110015,233,233,131,2,0,125055,2017-10-01,2017-09-28,2018-03-13,4580,2018-03-16,13
2901200,13,21,110015,233,233,131,2,0,144001,2017-04-07,2017-04-03,2018-02-23,4580,2018-03-09,13
2979383,13,26,560066,233,233,131,2,0,570018,2017-06-26,2017-06-08,2018-03-14,5001,2018-03-23,13
3001198,10,10,226010,233,233,228,1,0,226022,2017-12-29,2017-12-10,2018-03-20,4425,2018-03-22,10
3041610,13,26,560066,233,233,131,1,0,560103,2016-07-25,2016-07-01,2018-03-31,5001,2018-04-03,9
3017184,10,23,400001,233,233,131,1,0,400101,2017-05-20,2017-02-21,2018-03-25,4398,2018-03-30,10
3062178,15,7,500004,233,233,228,1,0,500034,2017-05-18,2017-04-10,2018-04-06,4477,2018-04-09,8
3048863,10,27,110034,233,233,228,1,0,121002,2018-02-21,2017-06-01,2018-04-03,4388,2018-04-06,11
3050263,9,8,700064,201,233,131,4,0,741201,2018-03-20,2018-03-20,2018-04-03,4499,2018-04-05,13
2969990,5,1,400059,233,245,131,2,0,390003,2016-04-20,2016-04-20,2018-03-11,4015,2018-03-16,16
3010063,13,21,110015,308,245,131,1,0,110088,2016-05-27,2016-04-28,2018-03-23,4580,2018-03-27,8
3046845,13,21,110015,233,245,131,1,0,110059,2017-07-19,2017-03-22,2018-04-02,4580,2018-04-06,8
3048458,5,2,110018,233,233,228,1,0,122002,2018-03-08,2017-01-05,2018-04-02,4093,2018-04-09,11
2849149,13,7,500004,233,233,131,3,0,533126,2018-01-06,2018-01-04,2018-02-07,4403,2018-02-11,12
2968942,13,21,110015,233,233,131,1,0,110064,2016-10-21,2016-10-19,2018-03-10,4580,2018-03-15,10
2971826,13,22,400104,233,233,131,1,0,411057,2017-05-04,2017-05-03,2018-03-12,4581,2018-03-28,11
2885724,10,3,560011,233,233,228,1,0,560032,2017-12-25,2017-09-03,2018-02-19,4460,2018-02-21,9
2957326,13,22,400104,233,233,131,2,0,360003,2017-06-19,2017-06-16,2018-03-08,4581,2018-03-20,14
3023156,13,21,110015,233,233,131,2,0,208021,2017-04-11,2017-04-07,2018-03-26,4580,2018-04-06,12
3031818,21,2,110018,233,233,131,1,0,400057,2017-07-01,2017-07-01,2018-03-28,5138,2018-04-03,13
2896521,13,21,110015,233,233,131,1,0,201308,2017-04-14,2017-04-12,2018-02-22,4580,2018-02-24,12
2912723,13,8,700064,233,233,131,1,0,700075,2018-01-03,2017-12-30,2018-02-27,4508,2018-03-03,11
3058913,13,21,110015,233,233,131,1,0,201308,2017-07-21,2017-07-20,2018-04-05,4580,2018-04-10,9
2818736,10,2,110018,233,233,131,1,0,201304,2018-01-11,2018-01-08,2018-01-30,4388,2018-02-01,11
2865098,15,2,110018,233,233,131,1,0,201301,2017-11-25,2017-11-25,2018-02-12,4094,2018-02-15,13
2949049,13,2,110018,233,233,228,1,0,122015,2017-06-04,2018-03-07,2018-03-07,4388,2018-03-17,12
2970789,15,2,110018,308,233,131,1,0,122101,2017-11-30,2017-11-30,2018-03-12,4550,2018-03-18,11
2971445,13,22,400104,233,233,131,1,0,401202,2017-10-09,2017-09-30,2018-03-12,4581,2018-03-27,10
3036266,10,27,110034,233,233,228,1,0,302019,2017-08-10,2018-03-30,2018-03-29,4388,2018-03-30,13
2991519,15,1,400059,308,233,131,1,0,400080,2017-05-20,2017-05-12,2018-03-17,4545,2018-03-20,11
2908113,15,2,110018,233,233,228,1,0,201307,2018-01-26,2017-12-11,2018-02-26,4091,2018-03-31,13
2947992,9,6,160059,233,233,131,3,0,141008,2018-02-13,2018-02-13,2018-03-06,4437,2018-03-15,13
3032231,9,8,700064,233,233,131,1,0,700135,2017-11-30,2017-11-30,2018-03-28,4499,2018-04-03,10
3056386,15,5,380009,233,233,228,1,0,380058,2018-02-15,2018-04-08,2018-04-05,4011,2018-04-07,12
3040022,15,5,380009,233,233,228,2,0,395006,2017-07-18,2016-05-20,2018-03-30,4546,2018-04-16,10
3001209,10,25,560037,233,245,131,1,0,560094,2016-05-11,2016-05-01,2018-03-20,4460,2018-03-24,10
2972736,1,3,560011,308,245,131,1,0,560072,2017-05-23,2017-05-22,2018-03-12,4400,2018-03-24,10
2861610,15,8,700064,233,233,131,3,0,751006,2017-11-29,2017-11-26,2018-02-11,4500,2018-02-17,16
2970451,1,24,110092,233,233,228,1,0,122051,2017-07-05,2016-07-18,2018-03-11,4150,2018-03-13,12
3040775,13,21,110015,233,233,131,2,0,248007,2017-12-28,2017-06-22,2018-03-31,4580,2018-04-04,11
3040775,13,21,110015,0,233,131,2,0,248007,2017-12-28,2017-06-22,2018-03-31,4580,2018-04-04,11
3046439,13,21,110015,233,233,131,3,0,143505,2017-04-11,2017-04-09,2018-04-02,4580,2018-04-07,10
2906541,26,6,160059,233,233,131,2,0,134102,2018-01-03,2018-01-03,2018-02-25,4439,2018-03-27,17
2853022,13,8,700064,233,233,228,1,0,700055,2018-01-11,2017-08-27,2018-02-08,4508,2018-02-11,10
3036610,9,23,400001,233,233,131,2,0,390002,2017-12-02,2017-12-02,2018-03-29,4398,2018-04-13,11
2833408,15,17,800001,201,233,131,4,0,821109,2018-01-13,2018-01-06,2018-02-03,4409,2018-02-12,18
2947913,13,21,110015,233,233,131,1,0,121005,2017-07-31,2017-07-26,2018-03-06,4580,2018-03-09,11
3035769,13,22,400104,233,233,131,1,0,421204,2017-11-18,2016-11-14,2018-03-29,4581,2018-04-01,9
2876093,13,22,400104,233,233,131,1,0,380051,2016-10-13,2016-10-13,2018-02-16,4581,2018-02-24,12
2875113,13,22,400104,233,233,228,1,0,421301,2018-01-15,2018-01-14,2018-02-15,4581,2018-02-16,11
2905975,13,3,560011,233,233,228,1,0,560029,2017-08-21,2017-07-17,2018-02-24,4467,2018-02-27,9
3008986,15,4,600024,233,233,131,1,0,603112,2017-12-02,2017-12-02,2018-03-22,4483,2018-03-24,10
2932995,13,21,110015,233,245,131,1,0,110084,2017-09-28,2017-09-23,2018-03-03,4580,2018-03-07,10
2831032,13,4,600024,233,233,131,1,0,600011,2016-10-14,2016-10-13,2018-02-02,4490,2018-02-11,9
2852989,13,22,400104,233,233,131,2,0,452001,2017-03-18,2017-02-08,2018-02-08,4581,2018-02-15,14
2920993,13,22,400104,233,233,131,2,0,440010,2017-02-17,2017-02-15,2018-02-27,4581,2018-03-08,15
3040035,13,21,110015,308,233,131,1,0,122001,2017-05-03,2017-04-26,2018-03-30,4580,2018-04-03,9
2843184,13,21,110015,233,233,131,1,0,201301,2017-03-03,2017-03-02,2018-02-06,4580,2018-02-10,11
2865553,13,22,400104,233,233,131,1,0,400088,2017-06-28,2017-06-27,2018-02-13,4581,2018-02-16,11
2902539,13,22,400104,233,233,131,2,0,396191,2017-10-20,2017-10-18,2018-02-23,4581,2018-02-27,14
2898724,13,2,110018,233,233,131,1,0,110092,2017-12-23,2017-12-22,2018-02-22,4147,2018-02-26,13
2885519,10,1,400059,233,233,131,1,0,400059,2017-05-10,2017-05-10,2018-02-19,4398,2018-02-24,12
2885544,15,2,110018,233,233,228,1,0,122003,2017-05-28,2016-11-24,2018-02-19,4094,2018-02-23,13
2897295,13,22,400104,233,233,131,1,0,400064,2017-03-24,2017-03-23,2018-02-22,4581,2018-03-07,12
2949791,10,2,110018,233,233,228,1,0,110029,2017-06-01,2017-05-28,2018-03-07,4388,2018-03-13,11
2908160,13,21,110015,233,233,131,2,0,180001,2017-08-07,2017-08-02,2018-02-26,4580,2018-03-09,14
2884689,13,21,110015,233,233,131,2,0,282006,2017-12-18,2017-08-08,2018-02-19,4580,2018-03-19,15
2995093,13,22,400104,308,233,228,1,0,400078,2018-02-27,2018-02-14,2018-03-19,4581,2018-03-22,10
2938358,21,2,110018,233,233,131,1,0,201301,2018-02-26,2018-02-20,2018-03-04,4154,2018-03-08,16
2957114,10,2,110018,233,233,228,1,0,110058,2018-02-13,2017-10-24,2018-03-08,4388,2018-03-27,11
2970736,23,2,110018,233,233,131,2,0,160030,2017-09-29,2017-09-24,2018-03-12,4442,2018-03-15,16
3030083,15,11,641012,233,233,131,1,0,641022,2017-12-14,2017-12-07,2018-03-28,4492,2018-03-31,11
3053123,15,2,110018,233,233,131,1,0,201014,2018-01-19,2016-08-26,2018-04-04,4091,2018-04-07,12
3085831,13,21,110015,233,233,131,1,0,110034,2018-02-07,2018-02-06,2018-04-15,4580,2018-04-18,7
3080561,10,25,560037,233,233,228,1,0,560066,2018-03-25,2018-01-07,2018-04-13,4460,2018-04-19,7
3003740,9,23,400001,233,245,131,2,0,395005,2017-11-03,2017-11-02,2018-03-21,4398,2018-03-29,13
2930612,10,6,160059,233,233,131,3,0,141013,2018-01-18,2017-10-16,2018-03-02,4437,2018-03-10,13
3006065,13,21,110015,233,233,131,1,0,110093,2017-06-05,2017-05-30,2018-03-22,4580,2018-04-01,9
3058134,15,2,110018,233,233,228,1,0,110017,2018-03-17,2017-08-31,2018-04-05,4091,2018-04-15,9
2987334,28,4,600024,233,233,131,1,0,600043,2017-12-11,2017-10-17,2018-03-16,4485,2018-03-20,14
2999954,15,8,700064,233,233,131,1,0,700027,2017-11-14,2017-11-11,2018-03-20,4511,2018-03-22,11
2884838,13,7,500004,233,233,131,1,0,500081,2018-01-20,2017-06-07,2018-02-19,4403,2018-02-23,10
3070143,15,7,500004,233,233,228,1,0,500081,2018-02-02,2018-01-31,2018-04-10,4477,2018-04-14,8
3022397,4,2,110018,233,233,228,1,0,121001,2018-02-28,2016-10-05,2018-03-26,4148,2018-04-17,10
3025645,10,27,110034,233,233,228,1,0,121005,2018-03-10,2018-03-07,2018-03-27,4388,2018-04-05,12
2825206,1,21,110015,233,233,228,1,0,110075,2017-07-23,2018-01-29,2018-01-31,4580,2018-02-05,15
2861932,13,22,400104,233,233,131,1,0,400067,2017-11-03,2017-11-02,2018-02-12,4581,2018-02-16,11
3060469,10,25,560037,233,233,131,1,0,560050,2017-09-06,2017-09-06,2018-04-06,4460,2018-04-12,9
2872663,10,6,160059,233,233,131,3,0,143001,2017-05-02,2016-05-26,2018-02-15,4437,2018-02-17,12
2872663,10,6,160059,233,233,131,3,0,143001,2017-05-02,2016-05-03,2018-02-15,4437,2018-02-17,12
2949697,10,2,110018,233,233,228,2,0,132103,2018-02-08,2017-08-06,2018-03-07,4388,2018-03-08,14
2951181,13,21,110015,233,233,131,1,0,226001,2017-05-10,2017-05-09,2018-03-07,4580,2018-03-12,12
2865460,5,2,110018,233,233,131,1,0,110030,2017-02-28,2017-02-28,2018-02-13,4093,2018-02-26,12
3074080,13,21,110015,233,233,131,1,0,122018,2017-04-22,2017-04-21,2018-04-11,4580,2018-04-17,7
2866420,15,5,380009,233,233,131,1,0,380004,2018-01-19,2018-01-17,2018-02-13,4546,2018-02-16,11
2967568,15,5,380009,233,233,131,1,0,380004,2017-07-10,2017-03-11,2018-03-10,4546,2018-03-13,12
2822670,10,9,411016,233,233,131,1,0,411023,2017-06-14,2017-06-12,2018-01-31,4021,2018-02-06,12
2839919,4,9,411016,233,233,228,1,0,411014,2017-08-22,2017-07-26,2018-02-05,4030,2018-02-06,12
2858197,10,2,110018,233,233,131,1,0,110018,2017-09-11,2017-06-09,2018-02-10,4388,2018-02-17,11
2851271,13,21,110015,233,233,131,1,0,201009,2017-05-02,2017-04-19,2018-02-08,4580,2018-02-16,11
2883327,13,2,110018,233,233,131,1,0,110088,2017-04-10,2017-04-07,2018-02-18,4147,2018-02-24,12
2819467,10,2,110018,233,233,131,1,0,201301,2017-08-07,2017-05-25,2018-01-30,4388,2018-02-07,13
2819467,16,2,110018,233,233,131,1,0,201301,2017-08-07,2016-11-25,2018-01-30,4388,2018-02-07,15
2893006,10,2,110018,233,233,228,1,0,110065,2018-01-22,2017-02-08,2018-02-21,4388,2018-03-04,11
2921148,10,1,400059,233,233,131,1,0,401208,2017-03-15,2017-03-15,2018-02-27,4398,2018-03-01,12
2898414,10,1,400059,233,233,131,2,0,403711,2018-01-24,2017-04-17,2018-02-22,4398,2018-02-26,14
2953951,13,21,110015,233,233,131,1,0,110018,2017-04-20,2017-04-20,2018-03-08,4580,2018-03-17,10
2928638,15,3,560011,233,233,131,3,0,591317,2018-02-07,2017-11-19,2018-03-01,4461,2018-03-09,14
2999209,13,21,110015,233,233,131,2,0,201206,2017-04-04,2017-03-28,2018-03-19,4580,2018-03-21,12
3002827,13,17,800001,233,233,131,3,0,834001,2018-02-20,2018-02-15,2018-03-21,4538,2018-03-23,14
2987302,15,2,110018,233,233,131,1,0,201306,2017-12-13,2017-12-13,2018-03-16,4091,2018-03-18,13
2980478,10,17,800001,233,233,228,3,0,828306,2017-07-14,2016-04-13,2018-03-14,4370,2018-03-17,17
3042399,10,23,400001,233,233,131,1,0,411037,2017-08-23,2017-08-19,2018-03-31,4398,2018-04-03,10
3019622,4,3,560011,233,233,228,1,0,560034,2017-06-13,2017-05-11,2018-03-26,5146,2018-04-01,11
3017268,10,27,110034,308,233,131,1,0,110044,2017-12-27,2017-12-16,2018-03-25,4388,2018-03-29,12
3048526,13,8,700064,201,233,131,4,0,742202,2017-06-13,2017-05-18,2018-04-03,4508,2018-04-05,13
3043896,10,27,110034,233,233,131,1,0,122017,2017-07-04,2017-06-24,2018-03-31,4388,2018-04-05,12
3061094,13,26,560066,233,233,228,1,0,560103,2018-03-11,2018-01-02,2018-04-06,5001,2018-04-09,9
3050016,13,22,400104,233,233,131,2,0,410210,2017-09-13,2017-08-03,2018-04-03,4581,2018-04-07,12
2978616,13,21,110015,233,233,131,1,0,201304,2018-01-10,2018-01-08,2018-03-14,4580,2018-03-28,11
3055893,4,2,110018,233,233,228,1,0,110044,2017-07-13,2017-01-08,2018-04-05,4148,2018-04-15,9
3065642,15,6,160059,233,233,131,2,0,151001,2017-09-05,2016-12-26,2018-04-08,4437,2018-04-11,10
3065642,10,6,160059,233,233,131,2,0,151001,2017-09-05,2017-06-07,2018-04-08,4437,2018-04-11,10
3025875,22,1,400059,233,233,131,1,0,641009,2017-08-10,2017-07-29,2018-03-27,4498,2018-04-13,11
3008299,10,2,110018,233,245,131,1,0,110092,2017-10-23,2017-10-18,2018-03-22,4388,2018-03-24,12
2939037,13,21,110015,233,233,131,2,0,136118,2017-12-21,2017-12-12,2018-03-04,4580,2018-03-07,13
3040038,13,26,560066,233,233,131,1,0,560067,2018-02-24,2016-07-28,2018-03-30,5001,2018-04-16,8
3016539,13,21,110015,233,233,131,2,0,322001,2017-06-28,2017-06-28,2018-03-25,4580,2018-03-27,12
3028370,28,24,110092,233,233,228,2,0,412101,2017-12-28,2017-07-09,2018-03-27,4150,2018-03-31,16
2847600,10,5,380009,233,245,131,1,0,382424,2017-05-04,2017-01-03,2018-02-07,4422,2018-02-13,10
2902293,13,21,110015,233,233,131,1,0,201310,2016-08-18,2016-08-16,2018-02-23,4580,2018-02-27,12
2829320,8,2,110018,233,233,228,2,0,125005,2017-12-25,2017-10-01,2018-02-01,4145,2018-02-25,14
2939295,10,4,600024,233,233,228,1,0,600082,2017-07-09,2017-05-29,2018-03-04,4482,2018-03-08,10
3009300,13,22,400104,233,233,131,2,0,482001,2017-05-22,2017-05-19,2018-03-22,4581,2018-03-27,13
2870164,13,22,400104,233,233,131,3,0,413501,2018-01-18,2018-01-16,2018-02-14,4581,2018-02-16,13
2862546,13,8,700064,233,233,131,3,0,751024,2017-07-26,2017-07-22,2018-02-12,4508,2018-02-15,14
2993969,18,1,400059,233,233,131,1,0,700069,2017-10-18,2017-10-18,2018-03-18,4504,2018-03-20,14
3030267,1,4,600024,233,233,228,2,0,602105,2017-06-01,2017-05-30,2018-03-28,4485,2018-03-30,12
2865691,32,8,700064,201,233,131,4,0,742225,2018-01-23,2017-12-15,2018-02-13,4508,2018-02-21,19
2983391,15,2,110018,308,233,228,1,0,122001,2018-02-16,2016-11-24,2018-03-15,4091,2018-03-28,12
3011421,21,2,110018,233,233,131,2,0,160020,2017-11-06,2017-10-28,2018-03-23,4442,2018-03-28,14
2858132,13,8,700064,233,233,131,3,0,751019,2017-11-06,2017-11-04,2018-02-10,4508,2018-02-13,14
2875296,1,2,110018,233,233,228,1,0,201304,2017-12-26,2016-01-09,2018-02-15,4150,2018-02-19,12
2860443,1,1,400059,233,233,131,1,0,400607,2017-10-17,2017-10-17,2018-02-10,4012,2018-02-14,14
2867249,13,21,110015,233,233,131,2,0,122107,2017-08-21,2017-04-13,2018-02-13,4580,2018-02-22,13
2926563,13,7,500004,233,233,131,1,0,500020,2017-07-25,2017-07-21,2018-02-28,4403,2018-03-03,10
2930792,13,21,110015,233,233,131,1,0,110046,2017-09-02,2017-08-27,2018-03-02,4580,2018-03-10,10
2894362,6,4,600024,233,233,131,1,0,600088,2016-05-11,2016-05-09,2018-02-21,4473,2018-02-23,11
2953718,10,2,110018,233,233,228,1,0,201014,2017-05-11,2016-12-27,2018-03-08,4388,2018-03-09,12
3019625,1,24,110092,233,233,131,3,0,123021,2018-02-27,2017-11-15,2018-03-26,4150,2018-04-01,13
3032073,13,21,110015,233,233,131,1,0,201301,2016-06-16,2016-06-15,2018-03-28,4580,2018-03-31,10
3037470,13,7,500004,233,233,131,1,0,500011,2017-10-18,2017-10-14,2018-03-30,4403,2018-04-04,8
2986766,31,1,400059,233,233,131,1,0,400069,2017-04-01,2017-03-20,2018-03-16,4016,2018-03-20,16
3039933,10,27,110034,233,233,131,1,0,110096,2017-09-20,2017-06-10,2018-03-30,4388,2018-04-04,12
3039933,10,27,110034,233,233,131,1,0,110096,2017-09-20,2017-08-10,2018-03-30,4388,2018-04-04,12
3068055,10,27,110034,233,233,131,1,0,122007,2018-03-06,2017-11-03,2018-04-09,4388,2018-04-10,10
3047030,28,24,110092,233,233,228,1,0,201304,2018-02-08,2017-03-30,2018-04-02,4150,2018-04-12,14
3052092,13,21,110015,233,233,131,1,0,110018,2018-03-28,2018-03-20,2018-04-03,4580,2018-04-11,8
2843915,15,2,110018,233,245,228,1,0,110029,2018-01-22,2016-12-18,2018-02-06,4091,2018-02-15,12
2989408,13,21,110015,308,233,131,1,0,122002,2017-06-05,2017-06-03,2018-03-16,4580,2018-03-23,10
3054440,13,7,500004,233,233,131,1,0,500038,2017-10-25,2017-10-23,2018-04-04,4403,2018-04-20,6
2844465,13,22,400104,233,233,131,2,0,425001,2017-03-05,2017-02-20,2018-02-06,4581,2018-02-13,14
2941622,15,3,560011,233,233,228,2,0,590001,2018-02-14,2018-02-01,2018-03-05,4469,2018-03-09,13
2972978,13,22,400104,233,233,131,2,0,361008,2017-08-25,2016-07-29,2018-03-12,4581,2018-03-14,14
2937549,1,24,110092,233,233,228,1,0,121001,2017-12-30,2017-08-02,2018-03-03,4150,2018-03-07,12
2957459,13,26,560066,233,233,131,2,0,581402,2017-08-14,2017-08-02,2018-03-08,5001,2018-03-16,14
3049944,10,27,110034,233,245,228,1,0,110043,2017-09-09,2017-08-07,2018-04-03,4388,2018-04-15,9
2928392,10,23,400001,233,233,131,1,0,400010,2017-05-17,2017-05-03,2018-03-01,4398,2018-03-07,12
2851960,15,6,160059,233,233,131,3,0,143001,2017-10-21,2017-10-19,2018-02-08,4549,2018-02-12,13
3000257,9,23,400001,233,233,131,2,0,452002,2017-11-30,2017-11-30,2018-03-20,4398,2018-03-26,13
2894173,13,11,641012,201,201,131,0,0,670002,2018-02-02,2018-01-31,2018-02-21,4495,2018-03-13,17
3022082,33,2,110018,233,233,131,1,0,110085,2017-12-14,2017-12-14,2018-03-26,4405,2018-03-28,11
3052963,15,5,380009,233,245,131,1,0,380013,2017-11-30,2017-11-28,2018-04-04,4546,2018-04-08,9
2866651,13,21,110015,233,233,131,1,0,201306,2018-02-02,2018-01-26,2018-02-13,4580,2018-02-21,11
2880980,10,2,110018,233,233,131,1,0,110044,2018-01-15,2018-01-12,2018-02-17,4388,2018-02-22,12
3018382,13,21,110015,308,233,131,1,0,110086,2017-11-18,2017-09-11,2018-03-25,4580,2018-03-31,9
2944199,20,1,400059,233,233,131,1,0,641001,2017-11-16,2017-11-16,2018-03-06,4011,2018-03-24,21
3045350,13,7,500004,233,233,131,1,0,500032,2016-06-23,2015-05-21,2018-04-02,4403,2018-04-06,8
3058013,13,21,110015,233,233,131,2,0,181121,2016-09-20,2016-09-16,2018-04-05,4580,2018-04-14,11
3011297,9,23,400001,233,245,131,2,0,390006,2017-10-16,2017-10-14,2018-03-23,4398,2018-03-27,12
3057071,15,3,560011,233,245,228,1,0,560078,2017-07-17,2016-11-07,2018-04-05,4469,2018-04-09,9
2876024,4,4,600024,233,233,131,2,0,632602,2017-07-05,2017-06-30,2018-02-16,4488,2018-02-23,13
2866461,13,21,110015,233,233,131,2,0,147001,2017-03-14,2017-03-09,2018-02-13,4580,2018-02-19,12
2880281,10,11,641012,201,201,131,0,0,679340,2017-05-05,2017-04-24,2018-02-17,4496,2018-02-22,17
2858850,13,21,110015,233,233,131,2,0,127021,2016-11-11,2016-11-07,2018-02-10,4580,2018-02-14,12
2994339,13,22,400104,233,233,131,1,0,411003,2017-05-15,2017-05-13,2018-03-18,4581,2018-03-26,10
2992448,13,7,500004,233,233,131,2,0,530017,2018-02-01,2017-06-07,2018-03-17,4403,2018-03-30,11
2984563,13,22,400104,233,233,131,1,0,421204,2017-03-19,2017-03-16,2018-03-15,4581,2018-03-22,10
2943340,18,1,400059,233,233,228,2,0,125005,2018-01-11,2016-02-24,2018-03-05,4011,2018-03-07,18
2895937,10,3,560011,233,233,228,3,0,574101,2018-01-31,2017-11-07,2018-02-22,4460,2018-02-24,12
3044959,13,7,500004,233,233,131,4,0,509125,2017-06-14,2017-06-12,2018-04-01,4403,2018-04-10,10
3052062,9,3,560011,308,233,131,1,0,560083,2018-03-31,2018-03-31,2018-04-03,4460,2018-04-12,8
2862097,10,5,380009,233,245,131,1,0,380051,2017-02-14,2017-02-13,2018-02-12,4422,2018-02-21,10
3076947,13,26,560066,233,233,228,1,0,600091,2018-03-04,2018-02-20,2018-04-12,5001,2018-04-14,9
2897282,10,4,600024,233,233,228,1,0,600113,2017-10-13,2017-08-30,2018-02-22,4482,2018-02-23,10
3038516,15,6,160059,233,233,131,2,0,134203,2017-05-04,2017-05-04,2018-03-30,4549,2018-04-04,11
2842992,10,2,110018,233,233,131,1,0,201308,2017-03-04,2017-03-04,2018-02-06,4388,2018-02-14,12
2907463,10,2,110018,233,233,131,1,0,122001,2017-05-29,2017-05-23,2018-02-26,4388,2018-03-03,13
2820292,1,2,110018,233,233,228,1,0,201304,2017-06-07,2017-05-15,2018-01-30,4150,2018-02-03,12
2834028,12,6,160059,233,233,131,3,0,136135,2017-07-19,2016-10-09,2018-02-03,4435,2018-02-06,13
2834028,13,6,160059,233,233,131,3,0,136135,2017-07-19,2017-07-14,2018-02-03,4435,2018-02-06,13
2873907,13,22,400104,233,233,131,1,0,411008,2017-04-24,2017-04-22,2018-02-15,4581,2018-02-17,11
2855526,13,22,400104,233,233,131,1,0,411041,2016-05-22,2016-05-21,2018-02-09,4581,2018-02-18,11
2906338,13,21,110015,233,233,131,2,0,281001,2017-11-09,2017-09-20,2018-02-25,4580,2018-02-27,14
2908052,13,21,110015,233,233,228,1,0,302019,2018-01-24,2017-03-22,2018-02-26,4580,2018-03-01,11
2939371,13,21,110015,201,233,131,4,0,125053,2017-09-18,2017-09-13,2018-03-05,4580,2018-03-09,14
2946716,10,12,302006,233,233,228,1,0,302018,2017-12-06,2017-05-31,2018-03-06,4407,2018-03-07,11
2948650,28,24,110092,233,233,131,0,0,0,2017-08-23,2017-01-04,2018-03-07,4150,2018-03-10,18
2948650,13,24,110092,233,233,131,0,0,0,2017-08-23,2017-08-19,2018-03-07,4150,2018-03-10,16
2959949,13,7,500004,233,233,131,4,0,535270,2018-01-07,2018-01-04,2018-03-09,4403,2018-03-13,13
2981186,10,6,160059,233,233,228,2,0,140103,2017-09-18,2017-01-04,2018-03-14,4437,2018-03-25,12
2980376,15,1,400059,233,233,131,2,0,452010,2017-11-25,2017-11-25,2018-03-14,4545,2018-03-17,14
3000691,13,8,700064,233,233,131,1,0,700089,2017-08-29,2017-08-28,2018-03-20,4508,2018-03-24,11
3017538,13,26,560066,308,233,131,1,0,560048,2017-06-12,2017-06-10,2018-03-25,5001,2018-03-28,10
3044052,1,24,110092,233,233,228,1,0,110041,2018-03-06,2017-03-19,2018-04-01,4150,2018-04-03,10
3042722,13,8,700064,233,233,228,1,0,700089,2018-02-02,2017-11-11,2018-03-31,4508,2018-04-08,10
3059597,13,21,110015,308,233,131,1,0,110086,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-09,8
3035695,12,1,400059,233,233,131,1,0,411039,2017-07-07,2017-07-07,2018-03-29,4018,2018-04-05,14
3091001,10,27,110034,233,233,131,1,0,110035,2017-07-03,2017-06-26,2018-04-17,4388,2018-04-19,8
3064303,13,26,560066,233,245,131,1,0,560018,2017-04-20,2017-04-19,2018-04-07,5001,2018-04-12,9
2838889,15,7,500004,233,233,131,2,0,515001,2017-11-25,2017-11-20,2018-02-04,4477,2018-02-14,13
2921129,10,2,110018,233,233,131,1,0,121005,2017-05-29,2017-05-02,2018-02-27,4388,2018-03-06,13
2969805,12,2,110018,233,233,131,1,0,121005,2018-02-06,2018-02-06,2018-03-11,4092,2018-03-17,12
2960986,13,21,110015,233,233,131,1,0,121005,2017-08-19,2017-08-10,2018-03-09,4580,2018-03-12,11
2960986,13,21,110015,233,233,131,1,0,121005,2017-08-19,2017-08-09,2018-03-09,4580,2018-03-12,11
2854115,18,8,700064,233,233,131,1,0,700067,2017-12-11,2017-12-11,2018-02-09,4505,2018-02-12,15
